Category,Sms,cleaned_text,tokens,filtered_tokens,final_text
scam,"OFA YAKO hongera umepata zawadi Sh170,000 milioni kutoka (OFA YAKO) piga sim,.0654321098 kupata zawadi  asante",ofa yako hongera umepata zawadi sh milioni kutoka ofa yako piga sim kupata zawadi asante,"['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",ofa yako hongera umepata zawadi sh milioni ofa yako piga sim kupata zawadi asante
scam,TUMIA NAMBA HII (0782435667)KUNITUMIA IYO HELA JINA LITAONYESHA (Magomba Maila),tumia namba hii kunitumia iyo hela jina litaonyesha magomba maila,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'magomba', 'maila']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'magomba', 'maila']",tumia namba hii kunitumia iyo hela jina litaonyesha magomba maila
scam,pesa tuma kwa namba hii 0750335946 jina ALLY ISSA,pesa tuma kwa namba hii jina ally issa,"['pesa', 'tuma', 'kwa', 'namba', 'hii', 'jina', 'ally', 'issa']","['pesa', 'tuma', 'namba', 'hii', 'jina', 'ally', 'issa']",pesa tuma namba hii jina ally issa
trust,Nimepanga safari ya kwenda mbuga za wanyama mwezi ujao. utakuwa na mda kwende pamoja?,nimepanga safari ya kwenda mbuga za wanyama mwezi ujao utakuwa na mda kwende pamoja,"['nimepanga', 'safari', 'ya', 'kwenda', 'mbuga', 'za', 'wanyama', 'mwezi', 'ujao', 'utakuwa', 'na', 'mda', 'kwende', 'pamoja']","['nimepanga', 'safari', 'mbuga', 'wanyama', 'mwezi', 'ujao', 'utakuwa', 'mda', 'kwende']",nimepanga safari mbuga wanyama mwezi ujao utakuwa mda kwende
scam,We need urgently Need Staff salary 120000TZS. Reach HR team at: wa.me/2550699137921.,we need urgently need staff salary tzs reach hr team at wame,"['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']","['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']",we need urgently need staff salary tzs reach hr team at wame
scam,mjukuu wangu utafuta ji wako mgumu Hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze NO .. 0786543210,mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota sana mpenzi hamuelewani je utatunza siri nikikusaidia pesa bila mashaliti magumu nipigie nikwelekeze no,"['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'sana', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'bila', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']","['mjukuu', 'wangu', 'utafuta', 'ji', 'wako', 'mgumu', 'hela', 'hazikai', 'mkononi', 'pakazinaisha', 'unasota', 'mpenzi', 'hamuelewani', 'je', 'utatunza', 'siri', 'nikikusaidia', 'pesa', 'mashaliti', 'magumu', 'nipigie', 'nikwelekeze', 'no']",mjukuu wangu utafuta ji wako mgumu hela hazikai mkononi pakazinaisha unasota mpenzi hamuelewani je utatunza siri nikikusaidia pesa mashaliti magumu nipigie nikwelekeze no
trust,Uko salama? Nilisikia habari za ajali.,uko salama nilisikia habari za ajali,"['uko', 'salama', 'nilisikia', 'habari', 'za', 'ajali']","['uko', 'salama', 'nilisikia', 'habari', 'ajali']",uko salama nilisikia habari ajali
trust,Tafadhali niambie hali ya baba nyumbani.,tafadhali niambie hali ya baba nyumbani,"['tafadhali', 'niambie', 'hali', 'ya', 'baba', 'nyumbani']","['niambie', 'hali', 'baba', 'nyumbani']",niambie hali baba nyumbani
scam,Basi iyo hela nitumie kwenye namba hii 0617488472 jina litakuja (LUKA KIMBANGU) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja luka kimbangu ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'luka', 'kimbangu', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'luka', 'kimbangu', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja luka kimbangu ile namba usitumie laini inamatatizo
scam,MZEE JUMA SIKAREKO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0698018072)(0698018072),mzee juma sikareko tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga,"['mzee', 'juma', 'sikareko', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']","['mzee', 'juma', 'sikareko', 'tiba', 'asili', 'biashala', 'kazi', 'masomo', 'utajili', 'kesi', 'kuludisha', 'mkemume', 'piga']",mzee juma sikareko tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
trust,"Samahani, nilikuwa na kikao cha dharura. Tutazungumza baadaye kidogo.",samahani nilikuwa na kikao cha dharura tutazungumza baadaye kidogo,"['samahani', 'nilikuwa', 'na', 'kikao', 'cha', 'dharura', 'tutazungumza', 'baadaye', 'kidogo']","['samahani', 'nilikuwa', 'kikao', 'dharura', 'tutazungumza', 'baadaye', 'kidogo']",samahani nilikuwa kikao dharura tutazungumza baadaye kidogo
trust,Ahsante kwa kunikumbusha jana kuhusu deadline ya kazi.,ahsante kwa kunikumbusha jana kuhusu deadline ya kazi,"['ahsante', 'kwa', 'kunikumbusha', 'jana', 'kuhusu', 'deadline', 'ya', 'kazi']","['ahsante', 'kunikumbusha', 'jana', 'kuhusu', 'deadline', 'kazi']",ahsante kunikumbusha jana kuhusu deadline kazi
scam,Nitumie tu kwenye hii vodacom 0716484506 jina ABDALLAH MWANAKU.,nitumie tu kwenye hii vodacom jina abdallah mwanaku,"['nitumie', 'tu', 'kwenye', 'hii', 'vodacom', 'jina', 'abdallah', 'mwanaku']","['nitumie', 'hii', 'vodacom', 'jina', 'abdallah', 'mwanaku']",nitumie hii vodacom jina abdallah mwanaku
scam,Basi iyo hela nitumie kwenye namba hii 0655251448 jina litakuja (Magomba Maila) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba hii jina litakuja magomba maila ile namba usitumie laini inamatatizo,"['basi', 'iyo', 'hela', 'nitumie', 'kwenye', 'namba', 'hii', 'jina', 'litakuja', 'magomba', 'maila', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']","['iyo', 'hela', 'nitumie', 'namba', 'hii', 'jina', 'litakuja', 'magomba', 'maila', 'ile', 'namba', 'usitumie', 'laini', 'inamatatizo']",iyo hela nitumie namba hii jina litakuja magomba maila ile namba usitumie laini inamatatizo
trust,"Usijali, nitakusaidia katika hili.",usijali nitakusaidia katika hili,"['usijali', 'nitakusaidia', 'katika', 'hili']","['usijali', 'nitakusaidia', 'hili']",usijali nitakusaidia hili
scam,"VODA OFA hongera umepata zawadi Sh120000 milioni kutoka (VODA OFA) piga sim,.0767274553 kupata zawadi  asante",voda ofa hongera umepata zawadi sh milioni kutoka voda ofa piga sim kupata zawadi asante,"['voda', 'ofa', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'voda', 'ofa', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['voda', 'ofa', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'voda', 'ofa', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",voda ofa hongera umepata zawadi sh milioni voda ofa piga sim kupata zawadi asante
trust,"Nimemaliza kazi niliyotumwa, naweza kurudi nyumbani?",nimemaliza kazi niliyotumwa naweza kurudi nyumbani,"['nimemaliza', 'kazi', 'niliyotumwa', 'naweza', 'kurudi', 'nyumbani']","['nimemaliza', 'kazi', 'niliyotumwa', 'naweza', 'kurudi', 'nyumbani']",nimemaliza kazi niliyotumwa naweza kurudi nyumbani
scam,"We need urgently Need Staff salary 10,000,000TZS. Reach HR team at: wa.me/2550783654321.",we need urgently need staff salary tzs reach hr team at wame,"['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']","['we', 'need', 'urgently', 'need', 'staff', 'salary', 'tzs', 'reach', 'hr', 'team', 'at', 'wame']",we need urgently need staff salary tzs reach hr team at wame
scam,"Dear, No need to go out work, just at home to earn 6,000,000TZS a day, please contact us: https://wa.me/2550755667788",dear no need to go out work just at home to earn tzs a day please contact us,"['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']","['dear', 'no', 'need', 'to', 'go', 'out', 'work', 'just', 'at', 'home', 'to', 'earn', 'tzs', 'a', 'day', 'please', 'contact', 'us']",dear no need to go out work just at home to earn tzs a day please contact us
scam,MPIGIE MZEE RAMATUNGU WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0789723456,mpigie mzee ramatungu wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba,"['mpigie', 'mzee', 'ramatungu', 'wa', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']","['mpigie', 'mzee', 'ramatungu', 'tiba', 'asili', 'mali', 'pete', 'nyota', 'uzazi', 'kupandishwa', 'cheo', 'kazini', 'kuludisha', 'mali', 'iliyopotea', 'namba']",mpigie mzee ramatungu tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,"OFA YAKO hongera umepata zawadi Sh120000 milioni kutoka (OFA YAKO) piga sim,.0773409724 kupata zawadi  asante",ofa yako hongera umepata zawadi sh milioni kutoka ofa yako piga sim kupata zawadi asante,"['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",ofa yako hongera umepata zawadi sh milioni ofa yako piga sim kupata zawadi asante
scam,Utanitumia kwa hîi Halotel 0782734560 j'ina ni Magomba Maila.,utanitumia kwa hi halotel jina ni magomba maila,"['utanitumia', 'kwa', 'hi', 'halotel', 'jina', 'ni', 'magomba', 'maila']","['utanitumia', 'hi', 'halotel', 'jina', 'magomba', 'maila']",utanitumia hi halotel jina magomba maila
scam,Nitumie tu kwenye hii HALOTEL 0675259049 jina Magomba Maila.,nitumie tu kwenye hii halotel jina magomba maila,"['nitumie', 'tu', 'kwenye', 'hii', 'halotel', 'jina', 'magomba', 'maila']","['nitumie', 'hii', 'halotel', 'jina', 'magomba', 'maila']",nitumie hii halotel jina magomba maila
trust,"Mtoto anahitaji kiatu kipya, cha zamani kimechanika.",mtoto anahitaji kiatu kipya cha zamani kimechanika,"['mtoto', 'anahitaji', 'kiatu', 'kipya', 'cha', 'zamani', 'kimechanika']","['mtoto', 'anahitaji', 'kiatu', 'kipya', 'zamani', 'kimechanika']",mtoto anahitaji kiatu kipya zamani kimechanika
trust,Nitafika kesho,nitafika kesho,"['nitafika', 'kesho']","['nitafika', 'kesho']",nitafika kesho
scam,Iyo Pesa itume humu kwenye halotel 0698945621 jina lije PEREGIA FILIPO.,iyo pesa itume humu kwenye halotel jina lije peregia filipo,"['iyo', 'pesa', 'itume', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'peregia', 'filipo']","['iyo', 'pesa', 'itume', 'humu', 'halotel', 'jina', 'lije', 'peregia', 'filipo']",iyo pesa itume humu halotel jina lije peregia filipo
scam,Naomba unitumie iyo hela kwenye namba hii ya TIGO 0747878264. jina (PEREGIA FILIPO),naomba unitumie iyo hela kwenye namba hii ya tigo jina peregia filipo,"['naomba', 'unitumie', 'iyo', 'hela', 'kwenye', 'namba', 'hii', 'ya', 'tigo', 'jina', 'peregia', 'filipo']","['naomba', 'unitumie', 'iyo', 'hela', 'namba', 'hii', 'tigo', 'jina', 'peregia', 'filipo']",naomba unitumie iyo hela namba hii tigo jina peregia filipo
trust,Naomba unitumie namba ya huyo fundi.,naomba unitumie namba ya huyo fundi,"['naomba', 'unitumie', 'namba', 'ya', 'huyo', 'fundi']","['naomba', 'unitumie', 'namba', 'huyo', 'fundi']",naomba unitumie namba huyo fundi
trust,Nitakutembelea baadaye kwa mazungumzo zaidi.,nitakutembelea baadaye kwa mazungumzo zaidi,"['nitakutembelea', 'baadaye', 'kwa', 'mazungumzo', 'zaidi']","['nitakutembelea', 'baadaye', 'mazungumzo', 'zaidi']",nitakutembelea baadaye mazungumzo zaidi
trust,Tunakukumbuka sana nyumbani.,tunakukumbuka sana nyumbani,"['tunakukumbuka', 'sana', 'nyumbani']","['tunakukumbuka', 'nyumbani']",tunakukumbuka nyumbani
scam,0750335946 Jina litakuja LINUSI MALALO Nitumie kwenye hiyo AIRTEL,jina litakuja linusi malalo nitumie kwenye hiyo airtel,"['jina', 'litakuja', 'linusi', 'malalo', 'nitumie', 'kwenye', 'hiyo', 'airtel']","['jina', 'litakuja', 'linusi', 'malalo', 'nitumie', 'airtel']",jina litakuja linusi malalo nitumie airtel
scam,"Imethibitishwa, namba yako ya 0689592818 imejishindia TSH 6,000,000 kutoka TUZO POINT. Piga 0689592818 ili kupokea pesa yako.",imethibitishwa namba yako ya imejishindia tsh kutoka tuzo point piga ili kupokea pesa yako,"['imethibitishwa', 'namba', 'yako', 'ya', 'imejishindia', 'tsh', 'kutoka', 'tuzo', 'point', 'piga', 'ili', 'kupokea', 'pesa', 'yako']","['imethibitishwa', 'namba', 'yako', 'imejishindia', 'tsh', 'tuzo', 'point', 'piga', 'kupokea', 'pesa', 'yako']",imethibitishwa namba yako imejishindia tsh tuzo point piga kupokea pesa yako
scam,Iyo hela itume humu kwenye HALOTEL 0781476081 jina lije JUMA SIKAREKO.,iyo hela itume humu kwenye halotel jina lije juma sikareko,"['iyo', 'hela', 'itume', 'humu', 'kwenye', 'halotel', 'jina', 'lije', 'juma', 'sikareko']","['iyo', 'hela', 'itume', 'humu', 'halotel', 'jina', 'lije', 'juma', 'sikareko']",iyo hela itume humu halotel jina lije juma sikareko
trust,Uliona goli la kwanza la Messi kwenye Inter Miami? Jamaa bado ana class yake.,uliona goli la kwanza la messi kwenye inter miami jamaa bado ana class yake,"['uliona', 'goli', 'la', 'kwanza', 'la', 'messi', 'kwenye', 'inter', 'miami', 'jamaa', 'bado', 'ana', 'class', 'yake']","['uliona', 'goli', 'kwanza', 'messi', 'inter', 'miami', 'jamaa', 'bado', 'ana', 'class']",uliona goli kwanza messi inter miami jamaa bado ana class
scam,tuma kwenye namba hii ya HaloPesa 0696530433 jina litakuja SAID MTAALAM  Ukituma unijulishe,tuma kwenye namba hii ya halopesa jina litakuja said mtaalam ukituma unijulishe,"['tuma', 'kwenye', 'namba', 'hii', 'ya', 'halopesa', 'jina', 'litakuja', 'said', 'mtaalam', 'ukituma', 'unijulishe']","['tuma', 'namba', 'hii', 'halopesa', 'jina', 'litakuja', 'said', 'mtaalam', 'ukituma', 'unijulishe']",tuma namba hii halopesa jina litakuja said mtaalam ukituma unijulishe
trust,Tafadhali angalia email yako kuhusu taarifa za mkutano wa leo.,tafadhali angalia email yako kuhusu taarifa za mkutano wa leo,"['tafadhali', 'angalia', 'email', 'yako', 'kuhusu', 'taarifa', 'za', 'mkutano', 'wa', 'leo']","['angalia', 'email', 'yako', 'kuhusu', 'taarifa', 'mkutano', 'leo']",angalia email yako kuhusu taarifa mkutano leo
trust,Ninahitaji msaada kidogo.,ninahitaji msaada kidogo,"['ninahitaji', 'msaada', 'kidogo']","['ninahitaji', 'msaada', 'kidogo']",ninahitaji msaada kidogo
scam,"Congratulations! Your CV has passed. You can get 6,000,000TZS in a day. for details: wa.me/2550755667788",congratulations your cv has passed you can get tzs in a day for details wame,"['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']","['congratulations', 'your', 'cv', 'has', 'passed', 'you', 'can', 'get', 'tzs', 'in', 'a', 'day', 'for', 'details', 'wame']",congratulations your cv has passed you can get tzs in a day for details wame
scam,Au nitumie kwenye HaloPesa Namba.0657538690 jina litakuja Magomba Maila,au nitumie kwenye halopesa namba jina litakuja magomba maila,"['au', 'nitumie', 'kwenye', 'halopesa', 'namba', 'jina', 'litakuja', 'magomba', 'maila']","['au', 'nitumie', 'halopesa', 'namba', 'jina', 'litakuja', 'magomba', 'maila']",au nitumie halopesa namba jina litakuja magomba maila
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya airtel. Mbona kimya na siku zinazidi kwenda...?,habari za mda huu mimi mwenye nyumba wako hii namba yangu ya airtel mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'mda', 'huu', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'airtel', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'mda', 'huu', 'nyumba', 'wako', 'hii', 'namba', 'airtel', 'mbona', 'kimya', 'siku', 'zinazidi']",habari mda huu nyumba wako hii namba airtel mbona kimya siku zinazidi
scam,"IYO PESA ITUME KWENYE NAMBA HII 0773409724 JINA ITALETA OLIVA MATIAS NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba hii jina italeta oliva matias nimeazima simu kwa wakala hapa laini yangu natatizo upande wa kupokea pesa asante,"['iyo', 'pesa', 'itume', 'kwenye', 'namba', 'hii', 'jina', 'italeta', 'oliva', 'matias', 'nimeazima', 'simu', 'kwa', 'wakala', 'hapa', 'laini', 'yangu', 'natatizo', 'upande', 'wa', 'kupokea', 'pesa', 'asante']","['iyo', 'pesa', 'itume', 'namba', 'hii', 'jina', 'italeta', 'oliva', 'matias', 'nimeazima', 'simu', 'wakala', 'hapa', 'laini', 'natatizo', 'upande', 'kupokea', 'pesa', 'asante']",iyo pesa itume namba hii jina italeta oliva matias nimeazima simu wakala hapa laini natatizo upande kupokea pesa asante
trust,Umetishaaaa hya ndo mambo tunayatak mwisho wa mwaka,umetishaaaa hya ndo mambo tunayatak mwisho wa mwaka,"['umetishaaaa', 'hya', 'ndo', 'mambo', 'tunayatak', 'mwisho', 'wa', 'mwaka']","['umetishaaaa', 'hya', 'ndo', 'mambo', 'tunayatak', 'mwisho', 'mwaka']",umetishaaaa hya ndo mambo tunayatak mwisho mwaka
scam,TUMIA NAMBA HII (0698945621)KUNITUMIA IYO HELA JINA LITAONYESHA (HADIJA LAI),tumia namba hii kunitumia iyo hela jina litaonyesha hadija lai,"['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'hadija', 'lai']","['tumia', 'namba', 'hii', 'kunitumia', 'iyo', 'hela', 'jina', 'litaonyesha', 'hadija', 'lai']",tumia namba hii kunitumia iyo hela jina litaonyesha hadija lai
trust,"Nakupenda zaidi ya jana, na kila siku upendo wangu unaongezeka.",nakupenda zaidi ya jana na kila siku upendo wangu unaongezeka,"['nakupenda', 'zaidi', 'ya', 'jana', 'na', 'kila', 'siku', 'upendo', 'wangu', 'unaongezeka']","['nakupenda', 'zaidi', 'jana', 'siku', 'upendo', 'wangu', 'unaongezeka']",nakupenda zaidi jana siku upendo wangu unaongezeka
scam,"Habari za asubuhi,mimi JUMANNE YASINI MASAKA,hii namba yangu ya tigo.Vp mbona shem JUMANNE YASINI MASAKA, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari za asubuhimimi jumanne yasini masakahii namba yangu ya tigovp mbona shem jumanne yasini masaka anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu,"['habari', 'za', 'asubuhimimi', 'jumanne', 'yasini', 'masakahii', 'namba', 'yangu', 'ya', 'tigovp', 'mbona', 'shem', 'jumanne', 'yasini', 'masaka', 'anakupigia', 'hupatikan', 'tatizo', 'mtandao', 'nnbasi', 'mkiwasiliana', 'naomba', 'nijulishe', 'kwenye', 'namba', 'hii', 'kwa', 'meseji', 'simu', 'yangu', 'imekufa', 'maik', 'ndugu', 'yangu']","['habari', 'asubuhimimi', 'jumanne', 'yasini', 'masakahii', 'namba', 'tigovp', 'mbona', 'shem', 'jumanne', 'yasini', 'masaka', 'anakupigia', 'hupatikan', 'tatizo', 'mtandao', 'nnbasi', 'mkiwasiliana', 'naomba', 'nijulishe', 'namba', 'hii', 'meseji', 'simu', 'imekufa', 'maik', 'ndugu']",habari asubuhimimi jumanne yasini masakahii namba tigovp mbona shem jumanne yasini masaka anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe namba hii meseji simu imekufa maik ndugu
trust,Mikutano ya wiki hii imeahirishwa mpaka Alhamisi.,mikutano ya wiki hii imeahirishwa mpaka alhamisi,"['mikutano', 'ya', 'wiki', 'hii', 'imeahirishwa', 'mpaka', 'alhamisi']","['mikutano', 'wiki', 'hii', 'imeahirishwa', 'mpaka', 'alhamisi']",mikutano wiki hii imeahirishwa mpaka alhamisi
scam,"OFA YAKO hongera umepata zawadi Sh2,000,000 milioni kutoka (OFA YAKO) piga sim,.0786543210 kupata zawadi  asante",ofa yako hongera umepata zawadi sh milioni kutoka ofa yako piga sim kupata zawadi asante,"['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'kutoka', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']","['ofa', 'yako', 'hongera', 'umepata', 'zawadi', 'sh', 'milioni', 'ofa', 'yako', 'piga', 'sim', 'kupata', 'zawadi', 'asante']",ofa yako hongera umepata zawadi sh milioni ofa yako piga sim kupata zawadi asante
trust,Mtihani wetu wa mwisho umebadilishwa hadi Jumatatu.,mtihani wetu wa mwisho umebadilishwa hadi jumatatu,"['mtihani', 'wetu', 'wa', 'mwisho', 'umebadilishwa', 'hadi', 'jumatatu']","['mtihani', 'wetu', 'mwisho', 'umebadilishwa', 'jumatatu']",mtihani wetu mwisho umebadilishwa jumatatu
scam,Habari za siku. Mimi  mwenye nyumba wako hii namba yangu ya VODACOM. Mbona kimya na siku zinazidi kwenda...?,habari za siku mimi mwenye nyumba wako hii namba yangu ya vodacom mbona kimya na siku zinazidi kwenda,"['habari', 'za', 'siku', 'mimi', 'mwenye', 'nyumba', 'wako', 'hii', 'namba', 'yangu', 'ya', 'vodacom', 'mbona', 'kimya', 'na', 'siku', 'zinazidi', 'kwenda']","['habari', 'siku', 'nyumba', 'wako', 'hii', 'namba', 'vodacom', 'mbona', 'kimya', 'siku', 'zinazidi']",habari siku nyumba wako hii namba vodacom mbona kimya siku zinazidi
